original_class,has_person,person_bbox_xmin,person_bbox_ymin,person_bbox_xmax,person_bbox_ymax,has_cell_phone,cell_phone_bbox_xmin,cell_phone_bbox_ymin,cell_phone_bbox_xmax,cell_phone_bbox_ymax,has_bottle,bottle_bbox_xmin,bottle_bbox_ymin,bottle_bbox_xmax,bottle_bbox_ymax,head_pitch,head_yaw,head_roll,ear_left,ear_right
0,1,232,0,1798,1067,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-44.646209569380424,-73.01567415378739,-152.1478324643364,0.482298615702128,0.3376012590168542
0,1,260,20,1523,1028,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,267,30,1661,1058,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-28.13542751873671,-70.14780811111517,-172.67209455218207,1.0549025799252243,0.10368162398341167
0,1,256,9,1660,1056,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-29.967002382985203,-68.48596959841844,-168.73802421319442,2.121019910359298,0.10172083068843903
0,1,14,7,1746,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-24.885255624975482,-59.70471713075526,177.7062700741885,0.9781694170335795,0.33482018011008957
0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,235,21,1816,1053,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-30.77017737150997,-69.45835175320228,-165.74848527315285,0.9324101831276274,0.1867031142279528
0,1,79,0,1862,1065,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-36.980348458203466,-60.46628339331471,-167.22317197892704,0.4139579850781758,0.17584128701549
0,1,175,25,1782,1055,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-28.328551754956013,-67.83423986741109,-172.0969254629507,0.7075265234401199,0.14810642650247105
0,1,79,7,1398,1067,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,11,3,1627,1048,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,352,9,1589,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,394,11,1728,1058,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,349,23,1702,1055,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,224,7,1477,1065,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,281,7,1528,1059,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,299,19,1462,1038,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,40,0,1466,1058,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-39.52090385605678,-61.13282651715079,-176.02745182775433,0.8381960420383717,0.2971760051180669
0,1,43,0,1492,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-46.341834129596435,-63.62555534188953,-163.07518029263727,1.34427744136632,0.23438185353030974
0,1,153,0,1456,1054,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,54,0,1400,1067,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,261,31,1602,1056,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-16.599602170492634,-66.8764038350735,177.81447038309503,0.9183965755170751,0.21880969880566853
0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,84,3,1175,939,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,353,8,1579,1060,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,135,4,1416,1058,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-44.55016953827488,-65.24312745973074,-168.93525233610285,1.335664584900249,0.2315924969393124
0,1,284,0,1542,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-20.4458534056876,-70.91373976429001,-179.13077340122496,0.3348764419768881,0.26727832907144117
0,1,89,17,1808,1065,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-42.05062532088013,-62.19859867387538,-153.4477084202928,1.0207647954943389,0.23621534969315547
0,1,108,3,1246,1004,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,250,25,1771,1057,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-41.475273863893705,75.80120967831195,106.47692896809893,0.8790062047407758,0.16360250941989882
0,1,9,0,1389,1057,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-42.66638361693063,-65.33599452056995,-158.01369889493782,0.9709652318432198,0.2641805451760042
0,1,414,11,1628,1048,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-37.325573578854815,-74.68468499184202,-142.0515781130746,1.3348535596605071,0.07354475298061668
0,1,2,6,1508,1061,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,36,1,1686,1043,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,281,70,1507,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,192,14,1279,1068,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-17.628785557348017,-65.87899390959406,-179.58439579306415,0.4204115717197708,0.16895051054488924
0,1,297,74,1416,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,68,0,1339,1061,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,326,3,1809,1047,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,349,2,1619,1072,0,-1,-1,-1,-1,1,1120,931,1250,1080,0.0,0.0,0.0,0.0,0.0
0,1,0,11,1476,1065,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,237,0,1749,1072,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-31.97060760647992,-67.19022919092058,-178.84531400333304,0.49558159431408244,0.27158010258082443
0,1,21,6,1603,1070,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-3.3814728243529464,85.15229403969889,170.23187744939747,0.6708478832624662,0.321564710545254
0,1,157,0,1596,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-42.523739969378425,-66.40731815078165,-166.10069658363844,0.57287137153716,0.31264695102304874
0,1,309,14,1576,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,261,21,1521,1052,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-34.924999805786044,-70.74930303712532,-165.9017373773966,0.7523734437122056,0.1639114280988306
0,1,274,0,1804,1073,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,56,1,1402,1061,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-43.277126178688505,-62.82507240712671,-166.73690578583748,0.8214641193150831,0.23048414424341618
0,1,92,0,1766,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-27.596338557851624,77.526823985968,142.87277533732265,0.45392544626187314,0.20373769902525757
0,1,268,62,1329,1057,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,111,19,1810,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,338,8,1535,1058,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,61,0,1680,1053,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,102,2,1397,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,197,1,1467,1057,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-42.48576610050301,-67.79576139669551,-157.93868423761546,1.1380803789796412,0.24091913299425133
0,1,9,7,1767,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-18.951406971272664,-57.98968991601361,171.01903579757897,0.6674911427741201,0.21002496215207597
0,1,221,1,1609,1044,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,175,1,1811,1065,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-42.99963131164046,-74.6001160589485,-154.24127021427088,0.12474482569704441,0.2230716904827913
0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,213,0,1607,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,5,3,1598,1042,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,110,7,1676,1059,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-57.23642435338481,-73.60419389826349,-159.5025590791803,1.48331257094424,0.26805795199164856
0,1,80,3,1668,1045,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,46,1,1362,1070,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,51,0,1368,1057,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,84,19,1525,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,366,0,1625,1052,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,294,75,1459,1070,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-35.24920594884332,74.91235682892643,125.25797151272103,0.9345794086650542,0.11557226720865438
0,1,405,10,1573,1042,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-39.93243600089068,-73.7729217764479,-140.49667432887006,1.5802517462668284,0.09188530837719078
0,1,395,2,1620,1057,0,-1,-1,-1,-1,1,1119,930,1249,1079,0.0,0.0,0.0,0.0,0.0
0,1,255,2,1729,1058,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,371,7,1601,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,354,1,1485,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,25,0,1604,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,96,11,1511,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-45.43309551716011,72.18917502633464,115.84449460055713,1.1015614801579612,0.3031957405471986
0,1,9,4,1490,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,369,0,1644,1049,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-36.20054730081466,-71.11158040651942,-144.01397177813624,0.3781903858917578,0.13589260818802212
0,1,252,10,1772,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,15,26,1298,1065,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,3,0,1633,1067,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-42.507558616649675,-65.57264032956623,-144.38407649809236,0.7258767536322218,0.1575769919564124
0,1,90,9,1896,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,363,5,1552,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,262,22,1434,1038,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-40.51403783797388,-71.81068190818652,-160.56702828386298,0.7001898216985295,0.18015377541045619
0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,109,2,1270,1017,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,249,0,1796,1056,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,350,10,1410,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,239,35,1638,1057,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-27.190370299671493,67.29711889776853,124.67666350552624,0.6273575115017671,0.20828579730678995
0,1,292,12,1607,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,9,3,1803,1069,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.019070991605090574,71.19333745919097,149.64991057786983,0.4867672650883936,0.10554043913099655
0,1,4,0,1375,1058,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,389,1,1614,1055,0,-1,-1,-1,-1,1,1120,931,1249,1080,0.0,0.0,0.0,0.0,0.0
0,1,288,19,1570,1048,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,366,0,1639,1047,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-49.563499043559894,-71.55926316653206,-136.81817964405244,0.5236329188541541,0.22713940072957234
0,1,126,0,1619,1061,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,68,0,1691,1065,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,256,22,1426,1017,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-42.766845266566165,-73.29130388786551,-162.4421277559114,1.232516360479457,0.1479979375177185
0,1,0,709,325,1071,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,301,18,1636,1044,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,1,0,1652,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,136,0,1746,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-44.514152529263605,-72.47671651988252,-165.58583553229752,0.7223730731047886,0.26436396957451386
0,1,184,6,1632,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,259,21,1461,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,9,7,1621,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,300,26,1425,995,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,2,0,1604,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-24.973969684823366,-55.51953111408278,168.50810030425467,0.5406802543340918,0.06816041951176159
0,1,226,3,1705,1065,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-44.723573346942636,-75.69672918804932,-146.43802474834814,0.1759360134450511,0.21180360616945196
0,1,273,6,1645,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,366,86,1499,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,224,64,1371,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,60,2,1437,1061,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,325,18,1616,1056,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-12.995528585890792,66.40938739276469,143.16956953559207,0.5414382309348841,0.2124538453573424
0,1,373,9,1804,1059,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,17,0,1530,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-28.18203750088516,72.36625654844754,118.20104623236458,0.5598693187311204,0.11474778887035908
0,1,252,6,1587,1060,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,60,0,1603,990,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,401,12,1604,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,143,0,1670,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-51.02634513198807,-68.72720225490124,-156.34660690400872,0.642005471278312,0.23337274806688132
0,1,23,0,1667,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,96,0,1397,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,108,6,1790,1067,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-11.670820283783371,-71.00476924546369,-170.62633768354968,0.28006787735337896,0.13989438748510302
0,1,50,1,1567,1061,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,393,2,1619,1054,0,-1,-1,-1,-1,1,1120,930,1249,1080,0.0,0.0,0.0,0.0,0.0
0,1,14,0,1403,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-49.280509405737654,-63.86374619741746,-161.06826959772815,2.016290033461605,0.24731804299033278
0,1,369,12,1575,1060,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,68,1,1678,1067,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-39.49688982079463,-70.35212767561822,-167.92026364124013,0.553086824258547,0.2607351075238279
0,1,230,2,1678,1056,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,362,0,1649,1051,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,361,73,1336,1068,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,47,9,1482,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,240,18,1727,1062,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-30.940260744182424,-66.63804488171488,-171.471255742901,0.5690430178461017,0.0897576220326333
0,1,26,0,1406,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,341,74,1437,1069,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,238,4,1792,1059,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,283,0,1706,1067,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-31.246064216466714,-71.54165818571559,-166.8140898224088,0.5914919747754971,0.3479691646739438
0,1,164,5,1737,1042,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,14,0,1401,1061,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-37.455342380741286,-62.00194310786208,-173.59807556896067,0.9519454492830338,0.23913746099963906
0,1,213,2,1693,1056,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,85,0,1601,1064,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,117,2,1377,1060,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-28.629019341705632,-62.742637267548744,-169.0499189330117,1.599199137050387,0.14187662742273516
0,1,256,73,1479,1070,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,294,29,1567,1051,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-17.265378417133324,68.80498853100998,136.98213351613927,0.6594221309926536,0.1547614641915766
0,1,102,26,1790,1063,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-37.26728212107487,-63.55436366289664,-154.47893107937244,1.277954593882762,0.16688471352852727
0,1,198,0,1609,1056,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-56.355230031765934,-73.69372920276005,-153.57011422050542,0.9770057226427675,0.18462832750825664
0,1,314,17,1600,1048,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-24.271185559803133,-68.6019190980791,-169.08420806972563,0.5232089611079923,0.11873497406879217
0,1,236,4,1716,1055,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,11,0,1794,1074,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-35.94813139110893,-70.81978248894652,-165.3200838587757,0.915931548681196,0.2625830972251489
0,1,221,4,1607,1066,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,251,3,1751,1054,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
0,1,97,2,1682,1061,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-25.81908414117752,-64.96363706553485,167.79870005364614,0.639685909306536,0.1571365126209499
0,1,233,4,1736,1056,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0
